Tree,Level,Feature,Threshold,Value Distribution in Left Node,Value Distribution in Right Node,Gini Impurity in Left Node,Gini Impurity in Right Node,Current Impurity,Information Gain,Left Subtree,Right Subtree
3,4,MntFruits,118.0,"{'Class 0': 5, 'Class 1': 64}","{'Class 0': 5, 'Class 1': 0}",0.134,0.0,0.234,0.109,NumCatalogPurchases,0
3,4,NumWebVisitsMonth,1.5,"{'Class 0': 13, 'Class 1': 0}","{'Class 0': 10, 'Class 1': 23}",0.0,0.422,0.5,0.197,0,Recency
3,4,Recency,26.0,"{'Class 0': 0, 'Class 1': 4}","{'Class 0': 3, 'Class 1': 0}",0.0,0.0,0.49,0.49,1,0
3,4,MntFruits,187.0,"{'Class 0': 16, 'Class 1': 254}","{'Class 0': 1, 'Class 1': 0}",0.111,0.0,0.118,0.007,MntSweetProducts,0
3,4,MntGoldProds,128.0,"{'Class 0': 45, 'Class 1': 0}","{'Class 0': 7, 'Class 1': 15}",0.0,0.434,0.348,0.206,0,NumStorePurchases
3,4,MntSweetProducts,27.0,"{'Class 0': 4, 'Class 1': 0}","{'Class 0': 3, 'Class 1': 30}",0.0,0.165,0.307,0.16,0,Year_Birth
3,4,Year_Birth,1952.5,"{'Class 0': 8, 'Class 1': 5}","{'Class 0': 25, 'Class 1': 169}",0.473,0.225,0.268,0.027,NumWebVisitsMonth,NumCatalogPurchases
3,5,NumStorePurchases,2.5,"{'Class 0': 3, 'Class 1': 0}","{'Class 0': 0, 'Class 1': 20}",0.0,0.0,0.227,0.227,0,1
3,5,Income,16573.5,"{'Class 0': 0, 'Class 1': 4}","{'Class 0': 24, 'Class 1': 0}",0.0,0.0,0.245,0.245,1,0
3,5,MntGoldProds,37.5,"{'Class 0': 0, 'Class 1': 79}","{'Class 0': 1, 'Class 1': 4}",0.0,0.32,0.024,0.005,1,Recency
3,5,Income,30725.0,"{'Class 0': 4, 'Class 1': 0}","{'Class 0': 48, 'Class 1': 211}",0.0,0.302,0.317,0.02,0,MntSweetProducts
3,5,Recency,7.0,"{'Class 0': 2, 'Class 1': 3}","{'Class 0': 1, 'Class 1': 0}",0.48,0.0,0.5,0.1,1,0
3,5,Recency,60.5,"{'Class 0': 44, 'Class 1': 108}","{'Class 0': 54, 'Class 1': 6}",0.411,0.18,0.497,0.151,Year_Birth,NumCatalogPurchases
3,5,MntGoldProds,17.5,"{'Class 0': 434, 'Class 1': 37}","{'Class 0': 449, 'Class 1': 201}",0.145,0.427,0.334,0.025,NumCatalogPurchases,NumWebVisitsMonth
3,5,Income,71940.0,"{'Class 0': 109, 'Class 1': 27}","{'Class 0': 28, 'Class 1': 55}",0.318,0.447,0.468,0.101,Year_Birth,Recency
3,5,MntGoldProds,198.5,"{'Class 0': 35, 'Class 1': 117}","{'Class 0': 5, 'Class 1': 0}",0.354,0.0,0.38,0.037,NumCatalogPurchases,0
3,5,MntGoldProds,7.0,"{'Class 0': 5, 'Class 1': 5}","{'Class 0': 3, 'Class 1': 100}",0.5,0.057,0.132,0.036,Recency,NumStorePurchases
3,5,Year_Birth,1967.0,"{'Class 0': 1, 'Class 1': 10}","{'Class 0': 15, 'Class 1': 5}",0.165,0.375,0.499,0.199,Recency,MntFruits
3,5,NumCatalogPurchases,2.5,"{'Class 0': 3, 'Class 1': 0}","{'Class 0': 2, 'Class 1': 64}",0.0,0.059,0.134,0.078,0,Recency
3,5,Recency,14.0,"{'Class 0': 6, 'Class 1': 0}","{'Class 0': 4, 'Class 1': 23}",0.0,0.252,0.422,0.216,0,MntFruits
3,5,MntSweetProducts,180.0,"{'Class 0': 14, 'Class 1': 251}","{'Class 0': 2, 'Class 1': 3}",0.1,0.48,0.111,0.004,NumStorePurchases,Income
3,5,NumStorePurchases,8.5,"{'Class 0': 2, 'Class 1': 15}","{'Class 0': 5, 'Class 1': 0}",0.208,0.0,0.434,0.273,Recency,0
3,5,Year_Birth,1962.5,"{'Class 0': 2, 'Class 1': 0}","{'Class 0': 1, 'Class 1': 30}",0.0,0.062,0.165,0.107,0,Income
3,5,NumWebVisitsMonth,2.5,"{'Class 0': 7, 'Class 1': 0}","{'Class 0': 1, 'Class 1': 5}",0.0,0.278,0.473,0.345,0,Income
3,5,NumCatalogPurchases,5.5,"{'Class 0': 15, 'Class 1': 36}","{'Class 0': 10, 'Class 1': 133}",0.415,0.13,0.225,0.02,MntSweetProducts,MntFruits
3,6,Recency,5.5,"{'Class 0': 1, 'Class 1': 0}","{'Class 0': 0, 'Class 1': 4}",0.0,0.0,0.32,0.32,0,1
3,6,MntSweetProducts,19.5,"{'Class 0': 34, 'Class 1': 88}","{'Class 0': 14, 'Class 1': 123}",0.402,0.183,0.302,0.016,NumWebVisitsMonth,MntGoldProds
3,6,Year_Birth,1967.5,"{'Class 0': 11, 'Class 1': 0}","{'Class 0': 33, 'Class 1': 108}",0.0,0.359,0.411,0.078,0,Income
3,6,NumCatalogPurchases,1.5,"{'Class 0': 49, 'Class 1': 0}","{'Class 0': 5, 'Class 1': 6}",0.0,0.496,0.18,0.089,0,Recency
3,6,NumCatalogPurchases,1.5,"{'Class 0': 386, 'Class 1': 16}","{'Class 0': 48, 'Class 1': 21}",0.076,0.423,0.145,0.018,Year_Birth,MntSweetProducts
3,6,NumWebVisitsMonth,4.5,"{'Class 0': 128, 'Class 1': 8}","{'Class 0': 321, 'Class 1': 193}",0.111,0.469,0.427,0.033,MntFruits,Recency
3,6,Year_Birth,1944.0,"{'Class 0': 0, 'Class 1': 5}","{'Class 0': 109, 'Class 1': 22}",0.0,0.279,0.318,0.049,1,Recency
3,6,Recency,80.0,"{'Class 0': 13, 'Class 1': 55}","{'Class 0': 15, 'Class 1': 0}",0.309,0.0,0.447,0.194,NumStorePurchases,0
3,6,NumCatalogPurchases,9.5,"{'Class 0': 35, 'Class 1': 86}","{'Class 0': 0, 'Class 1': 31}",0.411,0.0,0.354,0.027,NumCatalogPurchases,1
3,6,Recency,21.0,"{'Class 0': 2, 'Class 1': 5}","{'Class 0': 3, 'Class 1': 0}",0.408,0.0,0.5,0.214,1,0
3,6,NumStorePurchases,9.5,"{'Class 0': 1, 'Class 1': 100}","{'Class 0': 2, 'Class 1': 0}",0.02,0.0,0.057,0.037,Recency,0
3,6,Recency,65.5,"{'Class 0': 0, 'Class 1': 10}","{'Class 0': 1, 'Class 1': 0}",0.0,0.0,0.165,0.165,1,0
3,6,MntFruits,3.0,"{'Class 0': 0, 'Class 1': 5}","{'Class 0': 15, 'Class 1': 0}",0.0,0.0,0.375,0.375,1,0
3,6,Recency,39.0,"{'Class 0': 1, 'Class 1': 64}","{'Class 0': 1, 'Class 1': 0}",0.03,0.0,0.059,0.029,MntGoldProds,0
3,6,MntFruits,45.0,"{'Class 0': 3, 'Class 1': 0}","{'Class 0': 1, 'Class 1': 23}",0.0,0.08,0.252,0.181,0,Year_Birth
3,6,NumStorePurchases,6.5,"{'Class 0': 0, 'Class 1': 99}","{'Class 0': 14, 'Class 1': 152}",0.0,0.154,0.1,0.004,1,Year_Birth
3,6,Income,81912.5,"{'Class 0': 2, 'Class 1': 0}","{'Class 0': 0, 'Class 1': 3}",0.0,0.0,0.48,0.48,0,1
3,6,Recency,79.0,"{'Class 0': 1, 'Class 1': 15}","{'Class 0': 1, 'Class 1': 0}",0.117,0.0,0.208,0.098,MntFruits,0
3,6,Income,75730.5,"{'Class 0': 1, 'Class 1': 0}","{'Class 0': 0, 'Class 1': 30}",0.0,0.0,0.062,0.062,0,1
3,6,Income,83247.0,"{'Class 0': 1, 'Class 1': 0}","{'Class 0': 0, 'Class 1': 5}",0.0,0.0,0.278,0.278,0,1
3,6,MntSweetProducts,90.5,"{'Class 0': 7, 'Class 1': 36}","{'Class 0': 8, 'Class 1': 0}",0.273,0.0,0.415,0.185,MntGoldProds,0
3,6,MntFruits,23.0,"{'Class 0': 2, 'Class 1': 0}","{'Class 0': 8, 'Class 1': 133}",0.0,0.107,0.13,0.024,0,MntGoldProds
3,7,NumWebVisitsMonth,6.5,"{'Class 0': 26, 'Class 1': 26}","{'Class 0': 8, 'Class 1': 62}",0.5,0.202,0.402,0.073,NumCatalogPurchases,Recency
3,7,MntGoldProds,156.5,"{'Class 0': 12, 'Class 1': 123}","{'Class 0': 2, 'Class 1': 0}",0.162,0.0,0.183,0.023,Income,0
3,7,Income,39947.5,"{'Class 0': 26, 'Class 1': 108}","{'Class 0': 7, 'Class 1': 0}",0.313,0.0,0.359,0.062,MntGoldProds,0
3,7,Recency,73.5,"{'Class 0': 0, 'Class 1': 3}","{'Class 0': 5, 'Class 1': 3}",0.0,0.469,0.496,0.155,1,Recency
3,7,Year_Birth,1949.5,"{'Class 0': 10, 'Class 1': 5}","{'Class 0': 376, 'Class 1': 11}",0.444,0.055,0.076,0.007,NumWebVisitsMonth,Recency
3,7,MntSweetProducts,3.0,"{'Class 0': 5, 'Class 1': 17}","{'Class 0': 43, 'Class 1': 4}",0.351,0.156,0.423,0.205,Income,Income
3,7,MntFruits,168.5,"{'Class 0': 128, 'Class 1': 7}","{'Class 0': 0, 'Class 1': 1}",0.098,0.0,0.111,0.014,Income,1
3,7,Recency,82.5,"{'Class 0': 271, 'Class 1': 187}","{'Class 0': 50, 'Class 1': 6}",0.483,0.191,0.469,0.018,MntGoldProds,MntSweetProducts
3,7,Recency,46.5,"{'Class 0': 30, 'Class 1': 20}","{'Class 0': 79, 'Class 1': 2}",0.48,0.048,0.279,0.066,Recency,MntGoldProds
3,7,NumStorePurchases,8.5,"{'Class 0': 4, 'Class 1': 51}","{'Class 0': 9, 'Class 1': 4}",0.135,0.426,0.309,0.118,MntSweetProducts,Income
3,7,NumCatalogPurchases,8.5,"{'Class 0': 30, 'Class 1': 86}","{'Class 0': 5, 'Class 1': 0}",0.383,0.0,0.411,0.044,NumStorePurchases,0
3,7,Recency,13.5,"{'Class 0': 0, 'Class 1': 3}","{'Class 0': 1, 'Class 1': 97}",0.0,0.02,0.02,0.001,1,Recency
3,7,MntGoldProds,41.0,"{'Class 0': 0, 'Class 1': 64}","{'Class 0': 1, 'Class 1': 0}",0.0,0.0,0.03,0.03,1,0
3,7,Year_Birth,1966.5,"{'Class 0': 1, 'Class 1': 0}","{'Class 0': 0, 'Class 1': 23}",0.0,0.0,0.08,0.08,0,1
3,7,Year_Birth,1967.0,"{'Class 0': 10, 'Class 1': 38}","{'Class 0': 4, 'Class 1': 114}",0.33,0.065,0.154,0.012,MntFruits,Income
3,7,MntFruits,110.0,"{'Class 0': 0, 'Class 1': 15}","{'Class 0': 1, 'Class 1': 0}",0.0,0.0,0.117,0.117,1,0
3,7,MntGoldProds,16.0,"{'Class 0': 4, 'Class 1': 0}","{'Class 0': 3, 'Class 1': 36}",0.0,0.142,0.273,0.144,0,NumWebVisitsMonth
3,7,MntGoldProds,6.0,"{'Class 0': 1, 'Class 1': 0}","{'Class 0': 7, 'Class 1': 133}",0.0,0.095,0.107,0.013,0,MntSweetProducts
3,8,NumCatalogPurchases,2.5,"{'Class 0': 16, 'Class 1': 3}","{'Class 0': 10, 'Class 1': 23}",0.266,0.422,0.5,0.135,Year_Birth,MntGoldProds
3,8,Recency,0.5,"{'Class 0': 2, 'Class 1': 0}","{'Class 0': 6, 'Class 1': 62}",0.0,0.161,0.202,0.046,0,Year_Birth
3,8,Income,74405.0,"{'Class 0': 11, 'Class 1': 123}","{'Class 0': 1, 'Class 1': 0}",0.151,0.0,0.162,0.012,MntSweetProducts,0
3,8,MntGoldProds,2.5,"{'Class 0': 5, 'Class 1': 0}","{'Class 0': 21, 'Class 1': 108}",0.0,0.273,0.313,0.05,0,Recency
3,8,Recency,85.0,"{'Class 0': 2, 'Class 1': 0}","{'Class 0': 3, 'Class 1': 3}",0.0,0.5,0.469,0.094,0,0
3,8,NumWebVisitsMonth,7.0,"{'Class 0': 10, 'Class 1': 0}","{'Class 0': 0, 'Class 1': 5}",0.0,0.0,0.444,0.444,0,1
3,8,Recency,13.5,"{'Class 0': 5, 'Class 1': 3}","{'Class 0': 371, 'Class 1': 8}",0.469,0.041,0.055,0.005,Income,MntSweetProducts
3,8,Income,57588.5,"{'Class 0': 1, 'Class 1': 17}","{'Class 0': 4, 'Class 1': 0}",0.105,0.0,0.351,0.265,NumWebVisitsMonth,0
3,8,Income,41460.5,"{'Class 0': 0, 'Class 1': 4}","{'Class 0': 43, 'Class 1': 0}",0.0,0.0,0.156,0.156,1,0
3,8,Income,66417.5,"{'Class 0': 70, 'Class 1': 0}","{'Class 0': 58, 'Class 1': 7}",0.0,0.192,0.098,0.006,0,MntFruits
3,8,MntGoldProds,158.0,"{'Class 0': 260, 'Class 1': 156}","{'Class 0': 11, 'Class 1': 31}",0.469,0.387,0.483,0.022,Recency,NumCatalogPurchases
3,8,MntSweetProducts,130.0,"{'Class 0': 50, 'Class 1': 4}","{'Class 0': 0, 'Class 1': 2}",0.137,0.0,0.191,0.059,NumCatalogPurchases,1
3,8,Recency,29.5,"{'Class 0': 17, 'Class 1': 0}","{'Class 0': 13, 'Class 1': 20}",0.0,0.478,0.48,0.165,0,MntGoldProds
3,8,MntGoldProds,212.5,"{'Class 0': 77, 'Class 1': 0}","{'Class 0': 2, 'Class 1': 2}",0.0,0.5,0.048,0.024,0,Recency
3,8,MntSweetProducts,136.5,"{'Class 0': 3, 'Class 1': 51}","{'Class 0': 1, 'Class 1': 0}",0.105,0.0,0.135,0.032,MntFruits,0
3,8,Income,72071.0,"{'Class 0': 0, 'Class 1': 4}","{'Class 0': 9, 'Class 1': 0}",0.0,0.0,0.426,0.426,1,0
3,8,NumStorePurchases,10.5,"{'Class 0': 24, 'Class 1': 83}","{'Class 0': 6, 'Class 1': 3}",0.348,0.444,0.383,0.028,NumStorePurchases,Income
3,8,Recency,37.0,"{'Class 0': 0, 'Class 1': 79}","{'Class 0': 1, 'Class 1': 18}",0.0,0.1,0.02,0.001,1,Recency
3,8,MntFruits,73.5,"{'Class 0': 5, 'Class 1': 38}","{'Class 0': 5, 'Class 1': 0}",0.206,0.0,0.33,0.145,Income,0
3,8,Income,75775.5,"{'Class 0': 1, 'Class 1': 0}","{'Class 0': 3, 'Class 1': 114}",0.0,0.05,0.065,0.015,0,MntFruits
3,8,NumWebVisitsMonth,7.5,"{'Class 0': 1, 'Class 1': 36}","{'Class 0': 2, 'Class 1': 0}",0.053,0.0,0.142,0.092,NumWebVisitsMonth,0
3,8,MntSweetProducts,98.5,"{'Class 0': 7, 'Class 1': 58}","{'Class 0': 0, 'Class 1': 75}",0.192,0.0,0.095,0.006,MntSweetProducts,1
3,9,Year_Birth,1973.0,"{'Class 0': 14, 'Class 1': 0}","{'Class 0': 2, 'Class 1': 3}",0.0,0.48,0.266,0.14,0,1
3,9,MntGoldProds,22.5,"{'Class 0': 3, 'Class 1': 0}","{'Class 0': 7, 'Class 1': 23}",0.0,0.358,0.422,0.097,0,1
3,9,Year_Birth,1980.0,"{'Class 0': 4, 'Class 1': 62}","{'Class 0': 2, 'Class 1': 0}",0.114,0.0,0.161,0.05,1,0
3,9,MntSweetProducts,66.0,"{'Class 0': 7, 'Class 1': 114}","{'Class 0': 4, 'Class 1': 9}",0.109,0.426,0.151,0.011,1,1
3,9,Recency,48.5,"{'Class 0': 8, 'Class 1': 87}","{'Class 0': 13, 'Class 1': 21}",0.154,0.472,0.273,0.035,1,1
3,9,Income,34216.5,"{'Class 0': 1, 'Class 1': 3}","{'Class 0': 4, 'Class 1': 0}",0.375,0.0,0.469,0.281,1,0
3,9,MntSweetProducts,8.5,"{'Class 0': 322, 'Class 1': 0}","{'Class 0': 49, 'Class 1': 8}",0.0,0.241,0.041,0.005,0,0
3,9,NumWebVisitsMonth,5.5,"{'Class 0': 1, 'Class 1': 0}","{'Class 0': 0, 'Class 1': 17}",0.0,0.0,0.105,0.105,0,1
3,9,MntFruits,30.0,"{'Class 0': 22, 'Class 1': 7}","{'Class 0': 36, 'Class 1': 0}",0.366,0.0,0.192,0.029,0,0
3,9,Recency,80.5,"{'Class 0': 254, 'Class 1': 136}","{'Class 0': 6, 'Class 1': 20}",0.454,0.355,0.469,0.021,0,1
3,9,NumCatalogPurchases,3.5,"{'Class 0': 9, 'Class 1': 6}","{'Class 0': 2, 'Class 1': 25}",0.48,0.137,0.387,0.128,0,1
3,9,NumCatalogPurchases,0.5,"{'Class 0': 4, 'Class 1': 4}","{'Class 0': 46, 'Class 1': 0}",0.5,0.0,0.137,0.063,0,0
3,9,MntGoldProds,114.5,"{'Class 0': 6, 'Class 1': 20}","{'Class 0': 7, 'Class 1': 0}",0.355,0.0,0.478,0.198,1,0
3,9,Recency,70.5,"{'Class 0': 2, 'Class 1': 0}","{'Class 0': 0, 'Class 1': 2}",0.0,0.0,0.5,0.5,0,1
3,9,MntFruits,28.0,"{'Class 0': 3, 'Class 1': 10}","{'Class 0': 0, 'Class 1': 41}",0.355,0.0,0.105,0.019,1,1
3,9,NumStorePurchases,3.5,"{'Class 0': 5, 'Class 1': 2}","{'Class 0': 19, 'Class 1': 81}",0.408,0.308,0.348,0.033,0,1
3,9,Income,50197.5,"{'Class 0': 0, 'Class 1': 3}","{'Class 0': 6, 'Class 1': 0}",0.0,0.0,0.444,0.444,1,0
3,9,Recency,39.0,"{'Class 0': 1, 'Class 1': 0}","{'Class 0': 0, 'Class 1': 18}",0.0,0.0,0.1,0.1,0,1
3,9,Income,77160.0,"{'Class 0': 2, 'Class 1': 0}","{'Class 0': 3, 'Class 1': 38}",0.0,0.136,0.206,0.076,0,1
3,9,MntFruits,20.0,"{'Class 0': 1, 'Class 1': 0}","{'Class 0': 2, 'Class 1': 114}",0.0,0.034,0.05,0.016,0,1
3,9,NumWebVisitsMonth,1.5,"{'Class 0': 1, 'Class 1': 2}","{'Class 0': 0, 'Class 1': 34}",0.444,0.0,0.053,0.017,1,1
3,9,MntSweetProducts,73.0,"{'Class 0': 5, 'Class 1': 58}","{'Class 0': 2, 'Class 1': 0}",0.146,0.0,0.192,0.051,1,0
